S_CTUID,YCanCit100,NCanCit100,VM_SASN100,VM_CHIN100,VM_BLCK100,VM_FILI100,VM_LAMR100,VM_ARAB100,VM_SEAS100,VM_WASN100,VM_KORN100,VM_JAPA100
5350126,92750,7250,3563,4138,1149,1149,920,0,230,1149,1379,1494
5350562.06,92788,7372,25962,3686,10256,1603,5609,962,1282,1122,481,321
5350127,92804,7103,5234,8692,2243,1308,1963,374,467,467,1121,841
5350562.08,92812,7062,12358,883,13745,4792,4414,0,757,1387,0,378
5350412.26,92817,7263,18196,7422,6225,1995,3671,2634,7502,3033,958,160
5350528.4,92823,7177,30912,7587,4843,5811,2583,2663,2421,242,807,242
5350296,92857,14286,0,0,14286,0,0,0,0,0,0,0
5350400.15,92873,7235,7120,17044,2265,3020,647,1294,647,755,324,539
5350612.11,92943,7057,6282,5938,2582,1635,2410,2238,344,1205,2065,172
5350505.02,92969,6944,10938,7292,781,955,521,1563,955,434,1823,0
5350516.24,92991,6884,11890,6383,6133,2628,1252,3004,2628,375,1252,501
5350623,92993,7007,4088,730,2774,1752,584,1168,292,0,0,292
5350413.01,92995,7005,10214,2513,2513,1070,3529,2567,909,1283,428,0
5350423.01,93004,6996,3704,8368,1783,1097,960,274,0,5350,549,274
5350068,93008,6992,4237,7839,1695,1059,1483,424,424,0,847,0
5350242,93016,7302,5063,0,43038,2848,4747,0,0,633,0,0
5350573.06,93023,6977,17810,1991,20575,7190,4204,221,774,664,0,0
5350411.12,93023,6977,16175,3128,4915,2145,5183,357,2055,1430,268,179
5350400.22,93087,6913,56081,13254,6653,3846,156,1455,1403,2027,0,156
5350028.01,93091,6909,4727,13455,1818,727,1455,0,0,0,0,0
5350516.01,93113,6795,12856,5969,3857,3673,1194,2204,2296,735,0,367
5350480.02,93118,6882,8360,1339,1986,1940,4342,970,3603,2356,0,92
5350430.06,93119,6881,22962,18624,3366,4263,1496,598,524,224,449,449
5350083,93134,6866,12219,6858,2618,1247,1247,374,748,0,998,998
5350516.18,93137,6863,3501,6443,2941,5462,1821,3081,0,0,2521,420
5350017,93143,6857,5083,6226,13405,3304,2414,1207,699,635,826,762
5350375.02,93171,6829,8802,30318,5623,1467,1711,0,0,1711,1956,1222
5350516.05,93176,6905,10317,3006,7717,4712,3249,1787,731,1219,0,406
5350562.14,93188,6812,36632,2057,11440,3085,2057,514,900,0,386,0
5350574,93192,6729,6651,548,11346,4069,2269,548,313,469,391,156
5350527.05,93219,6691,9321,8235,4525,2443,1176,2896,452,543,1086,543
5350118,93220,6780,2785,3632,2421,363,1937,605,363,363,1211,484
5350310.01,93225,6775,1620,5744,1767,3535,2651,442,295,884,589,295
5350363.02,93239,6761,15723,5189,12579,12421,1258,314,786,1258,472,472
5350431.02,93281,6719,5786,14621,547,625,469,625,156,1251,391,156
5350246,93305,6695,13087,2987,8250,6828,9104,996,996,427,284,0
5350516.23,93310,6690,24821,5536,7321,4286,1161,4018,2054,625,1250,0
5350586.01,93328,6672,31955,2887,8155,1327,1600,429,741,780,0,117
5350102.05,93333,7273,1205,7229,6024,1205,1807,0,0,0,4217,0
5350509.01,93333,6667,4020,3725,1961,1667,1275,1471,784,0,2255,294
5350502.02,93348,6652,4721,3219,5365,4936,4721,429,1502,429,858,0
5350077,93348,6652,4171,6313,4059,2368,789,338,0,451,451,1127
5350410.15,93350,6650,10230,9463,12532,3836,1279,2302,1023,3836,0,0
5350430.05,93370,6630,18263,13133,2394,3283,889,1573,1300,752,274,616
5350572.01,93412,6514,14667,667,14148,370,2444,370,1185,0,296,148
5350400.16,93414,6494,35807,23655,3711,4638,464,1577,1020,186,557,0
5350093,93432,6568,3423,6198,3238,1295,1758,463,925,0,3330,370
5350450.05,93439,6561,4153,8056,4402,2409,1661,2575,3073,1744,415,166
5350513.01,93463,6609,9626,9914,4670,3017,2443,1868,3233,144,718,0
5350263.02,93469,6531,5370,13498,2032,2322,871,2612,290,1306,1451,1742
5350460.02,93469,6531,2758,2467,3048,1306,581,0,581,1161,1016,290
5350413.02,93469,6570,18726,6919,3909,1955,4144,3909,4496,2580,586,0
5350451.03,93477,6452,3587,5811,2941,1793,1578,287,2152,2654,502,359
5350331.01,93478,6522,11051,1902,8243,6884,1993,543,362,543,181,1449
5350511.02,93492,6405,7239,1448,8480,4137,1861,1138,1965,1344,931,414
5350451.07,93496,6504,4878,8130,2033,2947,3760,0,4776,3252,2846,813
5350424.1,93506,6417,5122,7798,1300,841,1453,765,2217,7187,1988,382
5350115,93520,6353,2541,10801,8640,3431,4701,635,3050,254,1271,0
5350337.02,93531,6469,2957,3763,6720,2151,1344,0,1344,1075,0,538
5350087,93533,6564,2413,4151,1544,1062,1351,386,193,676,1255,483
5350214,93536,6562,4701,3526,2155,3624,1763,392,1861,490,1077,588
5350480.01,93560,6440,2673,729,1823,608,2066,486,729,0,608,0
5350120,93585,6038,5283,3396,755,1132,755,755,755,755,0,0
5350604,93627,6373,2941,1471,490,1961,1225,490,0,0,0,490
5350620.07,93633,6367,26054,1781,5904,4405,2812,2437,375,937,469,469
5350236.02,93649,6351,8467,5334,3641,1609,1693,508,0,1101,2879,677
5350412.13,93659,6220,4512,1341,1098,244,488,0,0,610,244,0
5350412.04,93664,6336,9804,1153,1384,231,2191,346,1730,923,1730,231
5350101,93673,6173,3549,5247,2006,463,2778,309,1852,309,463,617
5350283.02,93690,6203,2674,1604,35187,856,4064,214,3316,321,0,0
5350076,93716,6501,6926,12662,8983,1732,866,325,649,216,649,866
5350072.01,93729,6271,3024,13550,17133,784,1120,784,1232,3024,336,224
5350084,93733,6267,2456,6958,2183,819,1091,0,546,409,819,2046
5350360,93740,6344,18447,2838,14942,8097,1669,0,1419,751,250,334
5350430.08,93760,6323,17471,15308,4409,3827,499,915,1331,1581,1248,166
5350527.04,93761,6154,6838,5214,4872,1197,855,1197,598,427,2051,256
5350336,93769,6231,15653,8131,2964,7067,1748,1064,1824,304,228,456
5350051,93773,6319,1740,2198,1832,1007,1099,366,1007,275,733,733
5350501.01,93777,6135,7011,2542,4119,3856,1227,964,701,876,613,263
5350400.02,93820,6266,7725,18541,3090,2489,515,687,515,429,429,1030
5350411.07,93836,6164,3425,3539,1142,342,1142,457,685,1142,0,0
5350500.02,93840,6160,4415,1951,4209,2669,2977,1129,1437,821,411,411
5350117,93850,6150,4328,5011,2733,456,683,0,683,0,1595,456
5350602,93873,6127,3829,3501,1094,1094,1094,1751,0,219,438,656
5350412.25,93920,5989,12625,6630,2543,2997,1998,2089,7720,5359,1181,182
5350424.09,93935,6065,7183,9155,845,1690,1690,2113,1127,7465,1127,282
5350195.01,93939,6061,3367,8979,1571,898,1122,0,898,1459,2245,224
5350150,93979,5903,3070,2597,1771,945,1181,236,590,1063,590,0
5350430.07,94016,5918,10113,16567,2063,2395,1397,1464,665,599,333,599
5350223.01,94020,5980,3642,5960,0,662,3311,0,3311,0,662,662
5350070,94021,6129,2537,4627,2090,896,896,0,597,299,746,1940
5350625,94030,5970,0,4478,2985,0,0,0,0,0,0,0
5350081,94035,5965,2460,10369,4394,1054,351,0,703,351,527,1230
5350412.22,94041,5902,12202,4370,3632,2043,3121,1986,4881,2554,681,170
5350613.01,94046,5954,5346,4253,3524,2309,1823,851,729,365,365,608
5350501.02,94057,5943,8584,7117,3448,2274,2421,1761,587,954,954,514
5350612.12,94083,5990,7670,6647,2776,2484,730,3068,219,438,1461,511
5350400.03,94098,5738,9031,30542,4598,1314,0,2463,328,1970,1478,328
5350072.02,94099,5901,9627,10714,5745,621,932,311,1087,311,0,776
5350196.01,94118,5615,804,9920,1340,536,1340,1072,804,536,0,804
5350411.08,94118,6100,11765,5229,4793,2614,3050,654,3922,3050,871,0
5350271.01,94118,5882,6667,10196,7255,5882,0,2941,392,588,3137,1373
5350410.13,94135,5865,4924,4562,652,2028,434,0,0,1448,2896,0
5350018,94142,6067,2929,9205,4812,2510,1464,418,2720,1464,628,1046
5350442.02,94155,5845,1398,3812,2160,1779,635,1906,0,3939,762,0
5350213.01,94173,5827,6391,4511,940,2444,1128,376,1128,376,2444,376
5350230.01,94218,5996,1496,4274,1709,427,1923,427,0,641,1282,1068
5350411.15,94238,5882,8764,4322,2161,5042,4682,1441,3721,3962,840,480
5350269.02,94242,5950,5364,18199,3257,3065,958,3065,1724,2299,2299,2299
5350624,94243,5757,2228,279,1764,3621,836,279,371,279,0,0
5350024,94260,5666,3311,3091,1913,809,809,589,515,294,589,809
5350102.04,94262,6557,4918,2459,7377,0,0,0,1639,0,3279,1639
5350138,94262,5738,656,5738,1475,3115,820,0,0,1639,492,0
5350802.01,94267,5867,24767,5326,8123,5992,932,0,666,1065,266,666
5350026,94281,5719,7728,12056,6105,2628,1777,541,1005,618,464,309
5350182,94294,5706,4490,10851,5145,1871,2526,374,1216,842,374,842
5350630,94299,5855,14638,1233,770,616,308,462,0,0,308,616
5350610.03,94304,5805,3505,1095,876,1643,1533,767,986,438,0,329
5350141.01,94309,5807,2904,9872,1045,3136,1278,232,1278,929,2904,1278
5350412.06,94310,5690,4125,1565,284,996,5121,1849,2418,996,284,0
5350441.03,94337,5663,1656,4210,1863,1311,897,138,0,3589,1587,552
5350412.01,94396,5604,8960,1760,1840,1440,3040,880,1200,800,1600,0
5350069,94399,5703,4073,18228,2749,1018,1222,0,1527,204,0,1324
5350187,94468,5532,2979,6809,2553,2695,1702,0,1844,1844,709,426
5350334,94469,5677,6686,4942,2180,291,872,291,436,436,291,872
5350211,94479,5521,5836,2366,2681,5678,789,789,473,158,394,0
5350507,94541,5593,7457,5060,1198,666,533,399,266,799,666,266
5350140,94577,5423,1952,5857,434,2386,0,434,434,0,0,0
5350224,94690,5015,9145,2950,1180,0,2655,0,590,0,885,885
5350152,94695,5418,1578,2142,2818,1804,1466,0,225,0,1127,2142
5350412.2,94705,5295,5295,1302,4601,1476,3299,1128,2257,2517,260,0
5350050.03,94737,5742,6667,3810,2857,2857,4286,952,1905,0,0,0
5350339,94760,5240,1346,4188,2693,1571,598,150,598,449,0,2019
5350186,94770,5230,3564,5241,2935,1468,1048,629,419,629,1258,629
5350620.05,94787,5106,19915,2236,3195,4366,2449,4047,958,958,958,745
5350452.03,94790,5119,1920,1371,1371,1005,1554,823,1188,2559,366,366
5350025,94815,5333,3107,4734,5325,1479,1923,296,1331,0,0,296
5350049,94822,5178,1777,2908,2908,969,646,0,323,323,808,0
5350234,94826,5174,3933,5169,11348,2809,1348,674,674,787,1685,787
5350001,94828,5172,9483,9483,1724,5172,1724,1724,0,0,0,0
5350515.01,94831,5169,4831,2921,2360,3596,1910,1573,674,787,0,225
5350412.11,94842,5158,7158,2737,2316,1368,3684,947,2211,3368,316,0
5350104,94854,5058,3106,4791,1597,1154,976,355,710,444,1154,710
5350576.31,94859,5141,18638,1028,8226,1928,1799,2442,643,643,0,0
5350219,94889,5111,3885,1554,1110,1776,1221,555,1776,333,1221,888
5350441.02,94890,4994,1045,1278,3949,2787,813,1045,1045,3252,697,232
5350183.01,94906,5094,4528,10943,2264,1698,2075,1321,377,943,377,1321
5350125,94912,4978,2323,3872,1327,885,221,442,0,774,664,221
5350456.02,94968,5032,3402,4394,1347,780,1063,496,425,1134,1063,0
5350241,94982,5197,4651,2147,1789,2147,2147,358,894,358,1431,0
5350442.03,94986,5014,2083,4924,947,0,1799,284,473,2178,568,473
5350078,95008,4907,3128,6086,5495,2198,1014,845,0,761,676,761
5350610.04,95025,4975,1824,1658,1824,829,0,498,332,0,0,663
5350412.19,95029,4971,7221,1465,1465,785,3244,3454,1361,2145,890,0
5350235.02,95033,4967,7397,2341,4120,3184,3652,1592,1311,281,1592,468
5350585.02,95065,5016,10761,566,2508,1133,1456,1133,405,162,162,324
5350451.01,95105,4662,1168,2570,935,935,935,0,701,2103,0,701
5350075,95107,4893,6274,15809,5521,1255,627,376,1255,502,1129,1129
5350411.27,95113,4887,7867,1549,3695,1907,3695,1907,596,3695,0,0
5350800.01,95114,5049,7655,814,13192,2932,326,2606,0,2769,0,0
5350181.01,95122,4878,3949,9872,5575,3949,1510,465,581,348,697,929
5350052,95125,4875,3004,4005,2753,751,751,0,1126,501,626,1502
5350361.02,95166,4834,21523,5960,6887,8013,662,1258,728,464,397,530
5350079,95171,4899,3989,5528,3429,1679,1330,420,350,140,980,1050
5350238.01,95182,4672,3796,2482,292,292,2044,0,584,292,2628,876
5350528.44,95195,4805,18993,3661,5034,6178,1373,1602,2746,2288,0,0
5350235.01,95238,4762,7244,4240,1237,1943,1590,0,353,353,2120,0
5350022,95274,4726,3980,1617,746,1493,622,249,0,0,498,373
5350231,95279,4799,3793,2709,1471,1548,1703,619,542,0,2167,697
5350050.04,95286,4614,4016,3112,7831,1305,2610,1004,1104,201,2008,904
5350196.02,95315,4595,2973,2793,1441,1351,450,180,360,1081,450,270
5350442.04,95317,4683,964,4683,964,826,689,275,551,3168,0,413
5350142,95335,4665,2905,7130,1673,1232,440,0,704,1585,2377,880
5350452.02,95399,4703,2352,613,2147,2147,1125,409,3170,1738,1227,716
5350590,95417,4479,938,0,2086,1981,938,0,209,209,313,0
5350505.01,95459,4649,5405,6703,1189,1405,0,1838,0,973,2054,216
5350071,95461,4832,3509,5263,3655,1608,1170,292,292,292,0,292
5350202,95482,4518,2115,3323,3625,4230,604,604,1208,0,1208,0
5350611,95504,4496,2495,1198,1896,2096,599,898,798,798,1198,499
5350212,95518,4394,2990,2199,2287,4485,2287,704,440,176,704,616
5350229,95547,4453,3644,3644,1215,2024,0,0,1215,0,810,0
5350221.01,95565,4435,1773,2901,1934,1048,806,564,161,806,2659,483
5350801.02,95622,4292,8670,3605,3948,3090,1116,687,343,515,773,0
5350134,95637,4538,2967,3839,1396,873,1396,349,349,2443,1745,0
5350481.02,95657,4343,1327,483,2171,1086,965,0,1206,724,0,0
5350510,95660,4340,3436,1989,1718,723,633,904,814,181,0,181
5350450.03,95671,4391,2886,4580,2635,1568,1129,627,2760,1255,502,565
5350216,95680,4412,1469,2847,1286,826,643,1010,1194,184,1194,1010
5350188,95750,4500,1250,13000,1000,1000,750,1500,1000,500,500,750
5350400.07,95751,4097,1824,8815,2128,1672,304,608,304,1520,456,456
5350452.07,95771,4229,1504,2726,2256,658,564,470,2632,1598,564,0
5350441.04,95807,4282,3479,4639,1249,1606,714,1070,357,2855,803,178
5350400.06,95812,4355,5351,17057,4348,3010,1672,0,334,334,0,669
5350333,95855,4251,17109,3507,7545,5632,0,638,213,1063,213,744
5350460.01,95859,4141,5176,2415,1518,897,828,1104,483,2139,828,138
5350585.07,95866,4134,10763,641,998,570,927,143,0,0,214,143
5350802.02,95886,4114,16562,5551,6535,4387,1522,716,358,2149,358,806
5350451.02,95903,4202,1891,840,2731,1471,525,420,735,735,1366,420
5350430.03,95930,3973,7371,5432,873,2425,0,970,485,388,0,388
5350592.01,95947,4053,3316,811,3685,663,516,0,516,295,147,147
5350506,95948,3867,8656,5893,921,368,737,737,0,368,1105,368
5350576.04,95969,3919,10638,2128,5935,2128,2688,224,1008,672,224,0
5350105,95987,3902,2453,5351,2453,1561,2007,223,1449,0,669,780
5350585.03,95996,4004,1862,186,2142,652,2421,186,0,652,0,0
5350376.06,96000,4000,0,100000,0,0,0,0,0,0,0,0
5350614.02,96000,4000,3000,2500,3250,625,2000,1875,250,750,1375,500
5350412.18,96047,3887,9558,2637,593,527,461,989,659,659,0,0
5350240.01,96049,3951,2740,2588,1065,1522,1065,304,304,0,1370,457
5350570.02,96056,3944,4789,845,986,2676,282,986,282,282,0,986
5350023,96059,3941,2299,1806,1314,0,1149,0,1314,0,493,493
5350585.08,96063,3937,3806,656,1575,0,1444,1181,0,0,262,0
5350800.02,96063,4049,4274,787,6412,1125,562,225,675,0,0,0
5350634.02,96097,4038,1478,403,941,941,941,0,269,0,0,0
5350509.02,96104,3896,4862,3404,648,2431,486,0,810,648,324,648
5350637,96108,3892,2468,748,150,374,150,449,299,0,0,150
5350412.14,96114,3886,3438,3886,0,299,1196,0,0,747,0,0
5350183.02,96173,3704,6782,8385,3329,2096,617,247,617,1233,1233,2713
5350141.02,96175,3934,1421,7978,1749,1202,437,219,437,1202,874,656
5350576.09,96185,3951,8980,952,5170,1224,1769,0,0,0,408,272
5350483.02,96226,3931,1099,314,2041,942,1256,471,471,471,314,314
5350047.03,96250,3750,10000,2500,4375,1875,1250,0,2500,0,0,0
5350451.05,96308,3800,2711,2386,1952,1518,1302,542,868,4447,976,542
5350508,96320,3520,5128,2724,1442,321,1122,1603,962,641,641,481
5350631.04,96321,3774,1885,1885,1697,848,1791,0,471,283,283,471
5350412.08,96325,4062,9846,1544,386,579,1931,1158,1544,1158,772,0
5350450.02,96364,3636,2182,2727,2727,909,545,545,2545,909,1273,727
5350614.01,96364,3485,4091,3485,2576,303,1970,455,0,1061,909,303
5350228,96393,3607,1967,3115,492,820,656,328,328,656,2295,1148
5350472,96436,3564,2894,3701,2490,1279,808,1077,1279,875,404,0
5350516.21,96441,3559,18506,5772,5942,2207,1868,4754,509,4244,679,0
5350103,96472,3614,3353,3611,1548,860,1118,172,602,172,1634,774
5350020,96488,3512,4752,7025,1446,1033,620,826,620,620,0,620
5350482,96496,3437,2697,2225,2562,1281,2630,472,4046,674,135,0
5350504,96512,3488,5523,3488,1744,872,1453,2180,1017,0,581,727
5350411.04,96512,3488,6798,1789,2862,984,3578,1073,2415,2326,268,0
5350635,96532,3468,1155,1073,1320,1073,578,413,0,165,0,165
5350485.01,96541,3459,4877,802,2654,309,1420,370,370,370,185,185
5350412.15,96545,3455,3361,2148,1587,560,747,1027,747,0,373,0
5350337.01,96599,4082,9459,5405,6757,8784,1351,0,3378,0,0,0
5350452.01,96661,3339,1590,795,3339,3180,1590,0,1113,0,477,318
5350330,96731,3390,4964,4116,4116,2663,242,0,1211,363,847,484
5350461.02,96732,3206,943,1006,1697,314,817,251,503,817,251,691
5350620.13,96753,3680,2165,1299,2165,0,1515,1515,433,0,649,433
5350461.01,96766,3147,6469,1661,437,175,699,437,437,1136,612,0
5350218,96780,3030,2087,949,1898,569,569,0,1139,0,1518,949
5350587.01,96785,3215,5330,761,677,338,1438,0,254,338,508,0
5350431.01,96808,3192,3352,5906,1516,718,160,479,160,479,0,160
5350576.33,96813,2988,11976,1397,7984,1597,2994,0,1597,0,0,0
5350622,96841,3159,2494,499,3076,831,998,416,0,0,166,249
5350195.02,96849,3361,1471,6723,1471,2731,630,1261,0,420,1891,840
5350484.03,96855,3145,629,1509,1887,629,881,503,1132,0,0,377
5350626,96920,3080,5308,1284,1969,599,942,171,0,171,771,171
5350631.02,96967,3134,3134,1011,910,1112,303,809,607,0,404,303
5350636,96990,3010,1338,0,1171,669,1672,0,0,0,0,0
5350139.02,97004,2996,1685,4307,2247,0,0,0,375,1873,936,1124
5350484.02,97039,2961,931,761,508,1692,254,0,169,169,0,338
5350473.02,97067,2933,1574,1574,2718,858,1001,215,143,501,0,0
5350586.02,97126,3065,4406,0,766,0,0,1341,0,0,383,0
5350593,97136,2864,3273,584,994,526,877,117,292,175,292,0
5350473.03,97151,2849,408,1495,543,272,951,0,272,272,408,272
5350585.1,97163,2837,2249,0,2367,2130,1775,0,237,1183,0,0
5350455,97259,2741,2179,2677,2055,872,249,249,249,1183,0,187
5350227,97297,2973,809,2695,809,1078,539,539,0,539,1617,0
5350361.01,97323,2763,14680,4491,7340,3109,1123,1382,0,1123,173,777
5350232,97326,2807,4406,4406,0,534,1335,267,1202,668,267,267
5350475,97328,2595,2059,1068,1602,1297,839,0,0,229,381,153
5350226,97355,2645,2810,3636,1157,1322,826,0,0,331,826,331
5350473.01,97372,2628,1855,1236,1546,850,696,0,309,386,0,309
5350471,97416,2432,304,913,913,457,1522,0,913,0,0,0
5350638,97429,2485,686,172,1201,172,515,0,172,0,0,172
5350587.02,97452,2548,3913,364,2184,819,364,0,0,0,182,182
5350585.09,97487,2513,180,1348,898,449,809,180,449,449,0,0
5350632,97488,2512,1673,0,358,956,239,239,358,239,239,717
5350474,97554,2446,815,815,543,362,362,0,0,272,543,0
5350621,97575,2425,1866,746,1306,466,746,373,187,187,0,187
5350801.01,97582,2418,6543,996,6828,853,1422,1138,0,0,711,284
5350456.03,97613,2513,628,879,1256,0,251,0,251,1131,377,0
5350223.02,97642,2594,4245,2594,708,1651,943,1651,0,943,472,0
5350002,97710,2290,1527,0,1527,0,0,0,0,0,0,0
5350476.02,97805,2195,976,0,732,0,976,0,488,488,0,488
5350456.01,97826,2288,458,3204,572,343,0,801,572,1030,229,686
5350483.01,97927,2073,415,725,1451,415,207,0,0,207,0,207
5350592.02,97961,2039,392,157,1176,1098,706,314,235,157,0,0
5350631.03,97965,1933,1831,1729,1933,1628,1221,0,203,203,712,305
5350633,98071,2077,593,444,296,1778,741,0,593,0,296,444
5350591.01,98106,1894,1705,379,1515,663,473,0,284,189,284,189
5350470,98201,1799,899,0,540,360,899,0,0,0,0,540
5350484.04,98295,2273,1136,0,0,0,0,0,0,0,1705,0
5350585.05,98338,1662,1802,1178,1247,347,1733,277,0,0,416,693
5350485.02,98397,1603,802,510,948,364,875,219,802,0,0,219
5350591.02,98534,1369,489,391,1271,489,391,196,196,196,391,0
5350634.01,98740,1260,802,458,1260,1260,916,0,0,229,0,0
5350639,99129,871,1634,871,1416,763,654,0,0,218,0,0
